0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2,0,0
4,0,0
11,0,0
9,0,0
8,0,0
14,0,0
26,0,0
15,0,0
28,0,0
36,0,0
49,0,0
51,0,0
52,0,0
59,0,0
45,0,0
58,0,0
77,0,0
72,0,0
70,0,0
75,0,0
77,0,0
64,0,0
86,0,0
64,0,0
72,0,0
70,0,0
57,0,0
59,0,0
61,0,0
46,0,0
38,0,0
31,0,0
42,0,0
45,0,0
41,0,0
51,0,0
41,0,0
50,0,0
37,0,0
39,0,0
45,0,0
41,0,0
39,0,0
41,0,0
29,0,0
65,0,0
46,0,0
47,0,0
47,0,0
39,0,0
53,3,0
40,1,0
60,0,0
51,3,0
40,3,0
60,3,0
47,1,0
65,3,0
59,4,0
53,5,0
71,5,0
68,5,0
50,4,0
82,7,0
62,14,0
66,7,0
87,10,0
80,11,0
100,9,0
83,11,0
107,17,0
116,21,0
142,26,0
149,26,0
163,28,0
