965,946,0
1004,990,0
1047,943,0
1085,1002,0
1091,1066,0
1049,1078,0
1114,1155,0
1127,1173,0
1067,1325,0
1080,1264,0
1119,1262,0
1070,1422,0
1166,1364,0
1115,1490,0
1142,1489,0
1112,1599,0
1153,1666,0
1131,1705,0
1113,1706,0
1167,1737,0
1117,1809,0
1156,1842,0
1240,1953,0
1134,2033,0
1149,2052,0
1189,2129,0
1198,2079,0
1178,2266,0
1149,2212,0
1232,2367,0
1276,2302,0
1295,2461,0
1382,2770,0
1324,2553,716
1161,2356,708
1146,2263,700
1076,2202,682
1066,2064,730
1066,2034,732
1042,2008,696
1009,1988,674
952,1890,730
888,1729,697
939,1768,693
913,1749,755
890,1684,715
871,1562,741
904,1506,816
861,1530,761
885,1445,835
789,1444,806
814,1366,891
754,1282,868
775,1304,837
776,1272,919
769,1217,903
756,1165,931
763,1075,874
756,1139,996
758,1032,940
736,1036,963
765,1011,884
694,936,944
699,977,944
696,922,990
725,899,951
668,896,1003
700,878,1005
675,808,932
653,849,944
656,809,942
659,779,922
634,729,979
628,692,966
624,677,977
631,656,908
561,668,940
579,616,966
599,696,988
615,645,994
602,644,954
566,620,916
586,565,936
627,601,875
581,578,942
601,625,937
621,592,949
594,574,910
600,593,942
593,537,897
596,549,953
586,561,976
587,603,933
513,596,894
593,525,922
567,506,915
567,495,923
560,565,925
571,531,889
569,540,900
533,470,964
580,514,978
553,489,952
513,502,983
490,523,890
459,506,932
540,473,914
523,502,945
486,454,964
460,499,1008
497,478,937
502,441,972
530,543,967
524,506,964
523,506,954
528,467,995
480,483,936
524,511,938
520,492,963
470,521,1046
492,454,1062
529,495,993
484,443,1044
487,450,1047
498,465,1154
516,449,1128
485,458,1089
482,443,1176
486,459,1121
427,461,1159
449,504,1170
455,482,1212
477,425,1181
493,438,1271
477,447,1193
478,443,1279
438,462,1241
425,444,1186
431,473,1263
422,453,1216
428,469,1245
449,434,1259
440,453,1249
447,437,1252
401,453,1236
463,490,1261
412,461,1296
406,507,1309
377,419,1264
393,462,1222
413,472,1221
380,469,1294
376,440,1294
368,458,1227
413,453,1260
397,479,1230
402,439,1267
362,460,1214
365,461,1245
404,443,1178
393,431,1237
393,414,1190
344,464,1209
442,396,1212
379,416,1218
367,452,1224
326,431,1259
315,420,1194
315,465,1237
348,450,1208
342,507,1198
335,425,1254
320,458,1177
351,459,1187
311,433,1188
301,484,1169
316,452,1295
314,410,1155
328,395,1178
289,427,1169
309,456,1217
331,418,1209
304,427,1179
295,422,1241
240,365,1202
299,399,1184
280,414,1155
278,403,1121
281,394,1125
264,418,1089
257,364,1112
243,406,1153
245,408,1205
216,391,1103
234,408,1152
200,410,1149
235,364,1112
210,372,1036
196,370,1092
183,387,1130
206,373,1077
205,357,1151
183,393,1072
194,395,1134
178,368,1091
177,382,1068
190,353,1096
194,382,1113
215,436,1098
191,439,1102
164,395,1008
168,355,1090
173,402,1056
143,383,1078
198,386,1063
153,390,1141
136,394,1076
149,398,1067
157,386,1045
146,408,1073
155,391,1052
116,369,1038
140,389,1094
143,380,1103
132,356,1079
155,367,1063
122,375,1031
120,362,1002
130,397,1028
114,376,1006
125,391,991
124,357,957
120,356,982
116,350,973
128,374,943
101,403,970
98,360,935
106,381,901
106,383,933
135,348,902
108,384,872
129,362,847
132,345,877
121,375,810
117,365,851
89,350,832
136,350,803
125,321,806
105,372,797
100,344,836
120,337,738
98,338,735
103,303,778
93,317,734
103,335,704
114,298,703
96,294,683
98,292,678
103,261,645
97,324,647
100,260,669
94,282,590
81,273,596
78,242,598
69,221,564
71,225,548
62,214,551
65,185,508
66,187,542
61,168,521
64,154,531
52,152,548
53,181,501
38,156,478
58,154,449
44,136,462
53,109,439
53,115,463
49,93,400
41,80,406
41,71,366
28,65,316
29,81,325
16,54,311
17,37,281
9,28,259
4,12,253
10,16,242
3,5,278
