3,2,0
8,1,0
8,1,0
21,1,0
19,6,0
33,4,0
29,5,0
32,12,0
51,1,0
42,9,0
56,9,0
69,11,0
69,15,0
66,11,0
82,9,0
85,7,0
82,14,0
102,14,0
102,15,0
109,18,0
105,19,0
91,17,0
111,14,0
112,16,0
81,16,0
126,23,0
102,21,0
125,27,0
108,20,0
120,12,0
126,27,0
100,15,0
111,15,0
129,16,0
115,18,0
100,24,0
117,13,0
101,17,0
116,18,0
121,19,0
115,20,0
143,19,0
134,20,0
144,23,0
201,20,0
186,10,0
223,21,0
264,21,0
299,24,0
324,16,0
413,15,0
444,17,0
603,13,0
688,27,0
804,17,0
938,23,0
1059,16,0
1278,19,0
1391,20,0
1577,15,0
1660,29,0
1872,27,0
1897,22,0
1974,15,0
2181,25,0
2328,28,0
2435,19,0
2463,20,0
2583,22,0
2559,21,0
2580,18,0
2473,15,0
2335,24,0
2302,25,0
2208,25,0
2162,21,0
1998,15,0
1871,20,0
1902,19,0
1672,18,0
1607,15,0
1488,17,0
1285,12,0
1218,23,0
1181,35,0
1005,23,0
874,15,0
849,24,0
769,21,0
671,24,0
631,31,0
581,30,0
500,11,0
433,22,0
423,32,0
357,25,0
377,28,0
350,33,0
311,38,0
319,32,0
295,37,0
243,34,0
258,38,0
285,41,0
251,44,0
266,24,0
246,45,0
230,31,0
233,28,0
265,44,0
249,38,0
230,38,0
200,40,0
248,44,0
215,40,0
221,37,0
195,44,0
221,39,0
214,48,0
212,52,0
211,44,0
213,41,0
192,39,0
197,45,0
211,47,0
203,48,0
209,47,0
172,54,0
262,38,0
200,48,0
204,52,0
231,51,0
225,56,0
225,40,0
250,54,0
224,60,0
214,58,0
221,64,0
188,64,0
225,63,0
220,65,0
200,71,0
240,61,0
232,79,0
225,62,0
236,75,0
209,64,0
222,69,0
243,87,0
212,72,0
247,82,0
222,73,0
226,69,0
240,74,0
244,86,0
253,87,0
280,81,0
252,90,0
245,91,0
276,84,0
260,87,0
271,100,0
263,107,0
280,109,0
221,117,0
258,147,0
242,103,0
249,116,0
252,146,0
257,122,0
252,123,0
238,114,0
255,129,0
260,145,0
287,146,0
238,142,0
269,127,0
293,138,0
275,177,0
287,154,0
250,175,0
301,167,0
285,183,0
316,188,0
291,177,0
265,192,0
298,194,0
292,206,0
295,233,0
275,228,0
321,214,0
303,245,0
294,258,0
307,237,0
351,250,0
338,227,0
322,268,0
342,265,0
320,290,0
356,283,0
343,286,0
338,282,0
331,270,0
334,263,0
364,313,0
322,311,0
358,310,0
339,330,0
313,330,0
331,319,0
332,327,0
332,361,0
327,379,0
345,373,0
349,390,0
324,401,0
322,385,0
326,415,0
354,418,0
331,447,0
401,466,0
362,477,0
355,519,0
376,553,0
330,555,0
364,589,0
367,628,0
373,649,0
343,640,0
384,758,0
347,806,0
366,846,0
381,880,0
359,961,0
409,1040,0
395,1054,0
413,1191,0
397,1265,0
404,1374,0
399,1509,0
420,1593,0
446,1756,0
402,1869,0
418,1986,0
443,2137,0
433,2351,0
439,2555,0
479,2698,0
479,2900,0
481,3137,0
479,3286,0
455,3603,0
491,3842,0
472,3996,0
476,4287,0
536,4523,0
464,4652,387
429,4628,382
456,4554,369
427,4864,379
405,4767,382
411,4606,391
406,4638,355
409,4460,411
410,4416,418
392,4204,408
405,4105,422
380,4011,446
392,3780,430
383,3532,453
396,3494,459
390,3143,424
426,3204,421
386,2874,452
377,2736,486
389,2572,419
369,2354,450
385,2188,474
392,2039,469
391,1932,443
372,1748,512
353,1606,478
340,1552,497
365,1413,490
373,1323,510
360,1286,547
377,1193,540
357,1072,572
367,1075,563
373,1012,652
383,915,671
377,915,753
382,948,797
354,821,817
371,788,940
379,785,977
376,723,1068
366,731,1186
406,678,1295
377,738,1331
405,618,1413
389,644,1514
392,660,1624
395,666,1670
409,602,1833
375,601,1801
386,596,1971
414,600,2090
376,551,2268
384,515,2358
446,550,2496
411,629,2592
388,559,2685
415,516,2795
432,481,2935
418,515,3000
432,500,3091
381,459,3106
386,453,3244
383,440,3361
416,465,3230
375,453,3354
384,430,3435
411,426,3304
391,423,3400
379,425,3229
363,429,3265
360,388,3105
375,388,3081
364,359,2919
334,357,2695
312,366,2680
313,398,2553
325,353,2385
312,329,2269
288,356,2070
310,360,1973
277,344,1821
299,308,1701
269,328,1529
275,324,1366
283,304,1289
273,287,1180
282,322,1082
262,297,1006
268,302,997
270,280,921
222,306,830
221,287,796
251,261,788
261,234,719
237,238,648
242,255,649
239,224,584
226,196,604
196,267,563
236,232,544
238,196,553
208,224,541
242,199,511
217,219,578
213,218,509
205,231,508
202,186,508
219,187,521
217,189,520
197,172,500
231,165,521
249,133,473
232,161,471
239,161,439
224,122,509
205,132,457
217,137,490
232,112,459
268,120,485
262,107,450
241,120,473
257,115,458
219,101,476
210,100,485
235,107,525
236,94,518
232,96,491
214,92,502
221,84,510
212,91,473
243,79,510
229,70,513
210,75,449
211,48,511
249,74,525
216,73,508
212,68,514
227,66,479
220,62,522
213,52,519
221,53,482
202,67,514
216,57,561
240,51,511
216,49,499
242,40,531
234,45,491
245,37,515
235,45,512
252,38,559
225,51,574
240,41,571
277,40,551
222,46,543
273,41,568
226,41,572
241,41,571
293,35,566
275,37,598
276,29,573
252,36,574
273,37,573
281,38,550
314,32,590
323,45,611
327,43,598
335,36,593
324,35,670
320,36,611
345,45,627
382,29,638
408,38,668
432,34,679
424,34,652
504,41,688
512,32,680
537,26,714
543,28,733
547,23,693
582,41,707
599,26,693
666,18,686
631,30,766
689,29,727
704,28,688
804,30,734
896,22,744
850,26,795
926,17,719
1016,26,756
1022,22,705
1044,21,772
1098,28,753
1179,17,754
1262,23,745
1256,25,723
1395,24,716
1284,20,734
1398,31,667
1486,25,681
1389,15,668
1489,19,661
1493,20,698
1306,23,638
1294,14,626
1237,25,582
1331,30,600
1212,23,598
1106,24,621
1156,22,568
1020,24,563
980,30,572
877,28,541
779,15,528
771,18,512
648,15,485
576,27,547
556,31,504
465,42,500
402,24,494
403,22,470
356,24,485
351,21,467
290,17,456
285,21,449
225,11,454
245,11,402
220,17,392
199,15,461
192,10,441
183,10,361
172,13,407
151,12,411
154,9,395
132,9,388
142,9,392
98,12,333
116,12,318
86,8,308
84,9,298
77,9,305
68,9,280
63,10,290
51,8,273
42,5,288
41,8,250
47,10,236
30,6,249
36,4,224
21,5,195
25,5,168
15,2,143
10,3,125
13,4,116
1,0,116
