0,0,0
5,1,0
9,6,0
10,4,0
11,4,0
13,5,0
17,9,0
20,4,0
16,9,0
18,6,0
19,13,0
28,12,0
27,11,0
35,11,0
29,9,0
25,13,0
32,14,0
31,8,0
27,14,0
34,8,0
34,21,0
40,26,0
45,20,0
40,16,0
33,29,0
30,30,0
21,20,0
30,31,0
30,25,0
26,38,0
26,33,0
27,43,0
36,43,0
36,39,0
38,64,0
38,80,0
39,71,0
45,70,0
40,67,0
47,69,0
31,82,0
37,65,0
38,69,0
40,53,0
47,58,0
31,64,0
39,87,0
45,101,0
45,100,0
44,104,0
53,127,0
53,141,0
58,158,0
50,200,0
40,240,0
51,248,0
54,268,0
72,252,0
53,333,0
53,333,0
56,390,0
51,485,0
59,526,0
65,584,0
71,649,0
68,723,0
79,722,0
79,958,0
74,974,0
83,1154,0
54,1191,0
88,1317,0
104,1452,0
83,1529,0
100,1596,0
85,1719,0
117,1782,0
113,2043,0
134,2198,0
124,2279,0
147,2415,0
130,2501,0
149,2539,0
157,2610,0
155,2570,0
178,2742,0
171,2673,0
199,2679,0
222,2699,0
244,2585,0
254,2509,0
276,2511,0
271,2359,0
262,2210,0
290,2233,0
329,2120,0
336,1981,0
400,1887,0
418,1734,0
419,1733,0
419,1619,0
533,1538,0
600,1639,0
566,1534,0
717,1459,0
702,1386,0
746,1365,0
791,1253,0
993,1168,0
970,1159,0
1017,1092,0
1077,998,0
1115,969,0
1145,851,0
1183,871,0
1251,788,0
1284,788,0
1306,700,0
1357,673,0
1392,692,0
1350,644,0
1480,532,0
1427,542,0
1405,501,0
1409,468,0
1389,477,0
1427,436,0
1331,386,0
1304,375,0
1271,321,0
1266,321,0
1218,295,0
1080,308,0
1120,275,0
1102,228,0
957,227,0
922,239,0
927,241,0
887,234,0
806,203,0
812,185,0
744,175,0
746,168,0
652,156,0
670,152,0
656,162,0
603,160,0
563,133,0
553,137,0
507,123,0
515,134,0
463,131,0
468,127,0
453,104,0
444,134,0
389,107,0
435,127,0
415,102,0
401,97,0
411,90,0
377,76,0
339,101,0
348,89,0
352,99,0
337,114,0
288,112,0
296,114,0
274,102,0
281,88,0
290,78,0
296,98,0
331,93,0
298,86,0
267,95,0
283,98,0
257,86,0
289,90,0
262,89,0
280,97,0
262,108,0
298,93,0
265,104,0
312,97,0
345,83,0
318,86,0
355,84,0
364,89,0
405,110,0
395,91,0
445,99,0
471,89,0
472,109,0
519,102,0
585,96,0
644,89,0
703,88,0
692,89,0
773,92,0
878,100,0
907,109,0
928,105,0
994,87,0
1106,98,0
1213,115,0
1248,117,0
1352,107,0
1388,108,0
1556,113,0
1604,115,0
1718,138,0
1763,118,0
1999,121,0
2000,133,0
2018,139,0
2087,154,0
2260,158,0
2315,169,0
2379,166,0
2425,150,0
2455,170,0
2469,172,0
2550,164,0
2577,170,0
2596,160,0
2566,172,0
2642,188,0
2553,171,0
2543,182,0
2492,178,0
2540,193,0
2465,172,0
2404,193,0
2361,195,0
2327,223,0
2239,232,0
2216,233,0
2027,215,0
1899,250,0
1902,267,0
1727,262,0
1686,254,0
1563,243,0
1490,257,0
1434,260,0
1387,293,0
1281,289,0
1174,300,0
1201,303,0
1052,320,0
1055,326,0
899,343,0
918,351,0
868,404,0
875,359,0
743,361,0
739,440,0
704,405,375
686,419,342
660,438,349
592,477,325
565,451,349
521,463,317
507,520,332
469,543,328
458,573,313
445,602,278
445,695,321
415,658,318
421,660,327
379,693,344
392,720,329
387,699,350
355,694,335
346,794,331
318,807,328
350,879,314
346,916,300
318,930,287
305,941,310
273,970,302
271,1045,290
287,999,312
270,1054,265
238,1083,309
222,1087,292
233,1164,280
255,1107,298
228,1151,342
258,1185,295
239,1180,285
233,1244,362
249,1247,358
210,1244,313
238,1289,321
231,1303,349
233,1310,367
261,1348,378
248,1300,356
275,1337,340
228,1369,359
224,1408,318
204,1366,361
270,1436,425
248,1389,427
240,1456,438
235,1403,477
242,1458,573
247,1501,614
268,1485,663
246,1488,735
255,1540,787
252,1533,906
245,1568,893
249,1653,945
261,1587,1081
289,1603,1207
290,1604,1280
263,1701,1387
272,1698,1589
264,1660,1773
276,1774,1840
284,1627,2040
319,1738,2243
326,1674,2310
313,1808,2610
337,1798,2765
293,1751,2908
333,1757,3061
344,1726,3280
353,1664,3483
357,1684,3707
368,1681,3762
374,1527,3849
363,1494,4037
384,1452,4059
385,1339,4112
361,1223,4052
403,1245,4113
414,1175,4017
416,1140,3961
405,1162,4003
406,1133,3940
426,1034,3951
435,976,3857
460,972,3834
421,921,3759
455,887,3637
447,856,3597
447,803,3401
476,785,3337
457,749,3219
505,705,3349
488,690,3052
466,611,2918
490,615,2881
469,639,2704
485,564,2623
506,505,2664
498,469,2525
518,490,2367
549,458,2242
564,395,2281
586,385,2132
545,377,2063
581,386,2049
596,332,2023
602,321,1906
547,278,1830
567,267,1693
609,272,1849
659,265,1684
574,237,1802
628,226,1665
632,240,1704
644,216,1589
