NumPlanes,LargestPlaneCount,AveragePlaneCount,AverageNumVertsPerPlane,AverageTextureSize,memManagementUS,preprocessingUS,segmentationUS,quadtreeUS,PipelineUS
5,92239,23216,8010,734003,10504,1906,2124,18665,33199
7,109223,19922,4662,458752,12731,1845,2326,19813,36715
2,157351,81242,4557,786432,8926,1844,2363,8181,21314
1,172267,172267,6995,1048576,8008,1766,2229,5570,17573
1,185262,185262,6718,1048576,5285,1718,2176,5461,14640
1,196686,196686,6087,524288,2826,1775,2249,3574,10424
1,204299,204299,5987,524288,1987,1756,2308,3603,9654
2,210941,105474,2914,270336,1773,1722,2322,3984,9801
1,217451,217451,5895,524288,1786,1710,2293,3479,9268
1,222244,222244,5993,1048576,1841,1709,2348,5255,11153
1,224697,224697,6374,1048576,2810,1724,2307,5677,12518
1,225241,225241,6320,1048576,5107,1803,2619,5766,15295
1,225172,225172,6258,1048576,4591,1815,2305,5723,14434
1,225031,225031,5913,1048576,3365,1894,3361,5748,14368
1,224811,224811,5700,524288,2986,1748,2330,4168,11232
1,224434,224434,5811,524288,3181,1759,2448,4197,11585
1,224373,224373,5688,524288,3004,1742,2415,3813,10974
1,226139,226139,5588,524288,3156,1716,2305,3936,11113
1,226886,226886,5513,524288,3359,1743,2317,3913,11332
1,225294,225294,5642,524288,3202,1699,2249,3822,10972
1,222076,222076,5724,524288,3539,1803,2255,5588,13185
1,218001,218001,5631,524288,3510,1729,2246,3828,11313
2,214475,109899,4086,294912,3869,1746,2312,5065,12992
2,210197,106136,3543,540672,3992,1713,2311,6267,14283
3,206057,73330,3803,415061,6008,2012,2420,7410,17850
3,201658,73182,4310,262144,6622,1800,2309,6951,17682
2,196823,100327,4027,589824,4461,1906,2610,6446,15423
2,191842,98026,4048,589824,5190,1771,2482,6448,15891
3,185530,72405,5207,436906,6210,1811,2244,15291,25556
4,171442,53089,3676,304128,4258,1835,2284,8348,16725
4,165016,52420,4117,315392,7230,1822,2324,14275,25651
3,159585,67299,5442,305834,3929,1786,2435,9890,18040
4,154683,50763,4799,231424,3089,1781,2214,6778,13862
5,149805,40617,4443,396492,5696,1817,2235,14463,24211
5,144081,39985,4768,394854,5355,1855,2593,11574,21377
5,138323,39787,4464,270336,6505,1783,3644,9751,21683
5,131573,39317,4799,275251,3966,1714,2302,9834,17816
6,124967,32903,4565,229376,4671,1792,2269,10499,19231
5,118434,38466,4956,386662,7673,1745,2254,12313,23985
5,112014,38225,5209,452198,4839,1741,2484,12077,21141
5,106792,36566,5149,439091,6088,1759,2224,12158,22229
5,103032,36175,5312,429260,6274,1900,2295,12300,22769
6,99718,29949,4903,447829,7946,1805,2274,17278,29303
3,95565,56038,8183,699050,15067,1965,2274,10978,30284
5,84357,34843,6069,445644,7842,1823,2250,15414,27329
5,76396,34493,6527,550502,9023,1831,2225,14921,28000
3,61075,46349,8396,699050,10305,1831,2237,12406,26779
5,60782,32430,5355,498073,4961,2045,2272,13336,22614
6,57793,26011,4401,458752,7396,1875,2264,14555,26090
5,56218,30544,4922,498073,11818,1822,2274,12441,28355
3,48251,35325,7503,524288,9369,1775,2206,9467,22817
3,49225,35341,7259,524288,4052,1740,2133,8934,16859
0,0,0,0,0,7648,1778,2137,499,12062
5,54472,27457,5066,301465,611,1758,2223,8657,13249
1,37278,37278,4315,262144,8282,1868,2190,2256,14596
1,34097,34097,4224,262144,1632,1701,2179,2357,7869
5,42127,23810,5985,524288,1389,1741,2114,13649,18893
5,34203,19537,5822,760217,11020,1865,2605,27006,42496
3,37260,25006,4920,371370,10580,1829,2311,7118,21838
10,44626,12849,5672,540672,5851,1745,2328,31138,41062
10,56195,14298,6535,734822,18179,1888,2358,42840,65265
8,72590,19288,5021,638976,22502,1950,2321,25594,52367
6,92851,27471,6972,546133,18773,1971,2120,19231,42095
8,115026,21301,5409,413696,10685,1786,2357,18399,33227
4,117874,37342,4622,458752,11831,1785,2360,11559,27535
8,115986,22640,5202,598016,4873,1792,2324,29158,38147
8,111938,23106,6143,802816,17198,1945,2287,34721,56151
8,113617,23362,4413,458752,16572,1881,2293,20859,41605
6,116510,30464,4285,557056,12892,1844,2328,19976,37040
7,115426,26623,3904,402578,14381,1940,2319,14498,33138
5,115546,36492,4052,439091,7519,1801,2222,12226,23768
4,114114,45432,5677,655360,8014,1771,2223,18673,30681
4,111310,44494,4668,655360,7166,1812,2206,14288,25472
4,107639,44338,5152,589824,8979,1883,2255,12304,25421
1,103132,103132,5325,524288,8735,1777,2446,3353,16311
4,99808,42940,4665,720896,2798,1841,2265,16475,23379
8,98292,23650,4753,573440,8083,1868,2342,27460,39753
6,96167,30154,3714,442368,20768,1825,2311,15993,40897
8,91434,23428,4277,290816,9071,1842,2366,15682,28961
5,88690,35504,4084,478412,11081,1803,2255,14937,30076
5,85627,36451,4503,301465,8896,1764,2253,10109,23022
4,89014,45849,4982,368640,4053,1868,2811,9637,18369
3,91635,60181,5881,447829,7217,1829,2237,11176,22459
4,94002,46080,5079,368640,4506,1751,2243,9081,17581
5,96780,37453,4966,373555,6871,1820,2297,11277,22265
5,99689,40158,5840,373555,5521,1778,2273,12098,21670
6,104750,32318,5003,458752,4973,2045,2315,14419,23752
5,110760,39020,5523,629145,9339,1883,2289,16466,29977
4,114356,47802,5735,491520,10536,1955,2311,10525,25327
5,116377,39424,6022,484966,11515,1814,2465,15313,31107
3,119487,45655,7365,720896,6453,1868,2357,11977,22655
3,121321,45269,6899,535210,9606,1869,2348,9322,23145
5,123417,37966,3168,393216,6268,1831,2355,11027,21481
1,129893,129893,5157,524288,7578,1785,2265,3446,15074
1,134787,134787,11709,1048576,3399,1706,2233,5688,13026
1,137825,137825,11878,1048576,4749,1840,2369,6220,15178
1,137861,137861,5695,524288,3025,1791,2237,3544,10597
1,139063,139063,5687,524288,3214,1781,2255,3691,10941
1,142011,142011,12971,1048576,1907,1801,2257,6124,12089
1,143754,143754,13278,1048576,3746,1792,2356,5798,13692
1,146958,146958,13503,1048576,3817,1857,2267,5946,13887
1,149792,149792,14123,1048576,5581,1813,2274,7544,17212
1,152198,152198,13666,1048576,7236,2680,2459,5843,18218
1,153012,153012,12655,1048576,9266,1930,2260,5723,19179
1,155118,155118,12240,1048576,8927,3124,2308,6305,20664
1,154899,154899,12004,1048576,5300,1823,2439,6545,16107
1,154257,154257,11442,1048576,5764,1835,2384,5716,15699
1,144027,144027,13693,1048576,3565,1774,2390,6031,13760
1,153016,153016,12224,1048576,2949,1854,2311,5931,13045
1,153372,153372,12424,1048576,5290,1796,2838,6985,16909
1,153737,153737,11904,1048576,3469,1855,2509,6649,14482
1,153274,153274,11641,1048576,3864,1732,2348,6144,14088
1,152235,152235,11957,1048576,3829,1799,2337,9318,17283
1,150629,150629,11822,1048576,4061,1784,2318,6099,14262
1,150198,150198,11933,1048576,3107,1753,2227,5969,13056
1,152917,152917,12728,1048576,5484,1707,2211,5594,14996
2,149622,108311,7702,655360,3088,1819,2292,7772,14971
2,147072,110726,7980,655360,5544,1810,2279,7716,17349
2,141368,111219,7966,655360,5286,1790,2288,7537,16901
2,134532,111220,7772,655360,6773,1763,2288,8943,19767
3,127574,74419,5563,442368,5327,1762,2252,7839,17180
3,122132,74339,5362,439637,7154,1751,2302,8113,19320
3,114854,74889,6512,283989,3841,1789,2274,6487,14391
4,114369,56447,5058,217088,7112,1774,2328,7092,18306
4,118256,56913,5388,229376,5669,1931,2454,8481,18535
3,119748,75034,6170,283989,5325,1735,2265,6469,15794
2,120772,112070,4331,655360,3415,1744,2274,7369,14802
3,122084,75277,6055,283989,3910,1752,2272,6348,14282
2,122674,112091,4295,655360,2872,1702,2224,7341,14139
2,119524,112297,7907,393216,3497,1728,2216,6173,13614
3,118323,76846,5635,267605,3985,1763,2296,7769,15813
2,133330,116617,5010,393216,5524,1843,2245,5914,15526
2,140910,115864,4696,393216,3029,1825,2202,5825,12881
3,143179,76453,4046,273066,4728,1707,2287,5387,14109
2,147644,76002,4870,393216,5259,1741,2200,4514,13714
1,138239,138239,12822,1048576,2535,1759,2254,5609,12157
1,128378,128378,13164,1048576,2780,1790,2278,6060,12908
2,122719,103322,8780,655360,3345,1823,2449,7533,15150
2,118941,103962,4634,393216,3593,1800,2340,5144,12877
2,122947,104663,5162,393216,4447,1844,2258,5388,13937
1,130960,130960,12408,1048576,4813,1866,2282,6225,15186
1,128601,128601,5954,524288,6466,1836,2305,3395,14002
1,116435,116435,6319,524288,3136,1812,2432,4290,11670
1,111577,111577,5973,524288,1890,1798,2194,3259,9141
1,108370,108370,6209,524288,3290,1732,2236,3653,10911
1,106963,106963,6261,524288,1905,2048,2250,3265,9468
1,105249,105249,6067,524288,1969,2003,2411,3298,9681
1,103142,103142,6154,524288,1837,1775,2257,4037,9906
1,101271,101271,6129,524288,2711,1794,2406,3746,10657
1,100040,100040,6359,524288,1964,1711,2258,3637,9570
1,97919,97919,6462,524288,3218,1782,2263,3417,10680
2,96736,87427,5284,393216,2032,1846,2200,4537,10615
2,94790,87015,5665,393216,2119,1710,2170,5047,11046
2,93768,86473,5613,393216,4405,1757,2246,5354,13762
2,91780,85145,5420,393216,4670,1791,2219,4682,13362
1,93565,93565,6397,524288,4285,1704,2224,3258,11471
1,93857,93857,14377,1048576,3273,1738,2240,5911,13162
1,92378,92378,14706,1048576,5565,2081,2153,5886,15685
1,88803,88803,14370,1048576,3185,1754,2101,5568,12608
2,80157,67280,6023,393216,3781,1764,2084,4438,12067
3,77809,50996,4894,360448,2435,1754,2103,5784,12076
3,98439,56137,4645,273066,3085,1699,2123,5201,12108
3,122299,64235,4741,273066,2603,1710,2177,5341,11831
3,140543,70318,6920,699050,2657,1702,2185,10920,17464
3,138420,70313,4618,273066,10682,1815,2203,5730,20430
3,127204,69735,5290,699050,4766,1728,2246,10248,18988
2,118710,98127,5650,524288,4561,1949,2186,6261,14957
3,103634,67190,6474,699050,5911,1767,2183,10381,20242
3,95765,66537,6778,699050,5046,1764,2192,11184,20186
6,88726,34112,7432,699050,6431,1779,2204,22035,32449
3,81054,65895,6294,436906,16778,1835,2179,7337,28129
3,72993,63097,7079,349525,4628,1781,2175,6291,14875
3,74178,62826,7287,349525,3639,1796,2144,6673,14252
4,77267,48364,5757,393216,5669,1707,2194,8881,18451
3,77694,63541,7141,262144,4952,1777,2130,5421,14280
3,79482,63601,7261,262144,2763,2052,2166,5418,12399
3,80075,63246,7059,349525,2315,2001,2116,5963,12395
3,80278,62938,7329,349525,4123,1987,2239,6423,14772
3,81162,62995,7401,349525,5270,1951,2252,6815,16288
3,82433,62861,7402,349525,5243,2065,2218,13560,23086
3,82927,62879,7410,349525,5617,2127,2567,6309,16620
4,83811,47931,5911,294912,3819,1876,2177,8333,16205
3,81809,62973,7153,349525,3530,2032,2157,6175,13894
2,56028,53645,8300,262144,5677,1962,2201,4016,13856
3,78229,61651,7930,349525,2899,1775,2127,5963,12764
3,78097,61213,7861,349525,5191,2057,2153,7767,17168
4,78094,46581,7648,409600,2944,1955,2143,9451,16493
4,77217,46760,6940,278528,5528,1975,2175,8329,18007
5,78135,39248,7687,314572,4946,1793,2179,9698,18616
5,77008,38756,7797,314572,7047,2003,2156,9391,20597
3,73574,58532,12328,436906,8858,2021,2156,7748,20783
3,70261,57971,9814,349525,4470,1846,2111,6480,14907
4,69362,46949,10057,327680,6502,1957,2167,9378,20004
5,71067,38135,8755,314572,5614,2073,2311,15390,25388
4,72976,45267,10916,327680,7890,2175,2160,8907,21132
3,75778,57470,9643,349525,3889,2072,2183,6693,14837
4,82113,45347,6976,327680,5041,2139,2260,9321,18761
4,89817,47290,7083,327680,7219,1803,2803,7972,19797
3,96208,62805,8431,349525,6277,2141,2181,6575,17174
4,100959,48819,6871,327680,4305,2009,2297,8296,16907
3,99707,54708,8666,349525,5945,1786,2101,6135,15967
2,93042,57296,7690,393216,3996,2000,2075,4862,12933
1,82376,82376,6667,524288,2311,1928,2215,2902,9356
1,70861,70861,5365,524288,1947,1793,2021,3086,8847
4,62755,29911,8814,524288,2802,2065,2122,11302,18291
4,59083,31298,8081,458752,9803,2032,2066,10131,24032
3,51520,38541,8209,611669,4866,1961,2040,10179,19046
4,47838,29546,7519,589824,5616,2131,2150,14207,24104
4,57610,30051,8204,589824,6914,3001,2079,15527,27521
4,75045,32651,8996,720896,8528,1986,2078,15619,28211
3,80118,42774,7974,611669,7535,2049,2123,10194,21901
3,79826,42190,7981,524288,4949,2050,2095,9177,18271
5,66658,32292,8422,471859,4378,1787,2086,13928,22179
5,67444,30459,6333,425984,6365,1911,2088,13502,23866
6,72102,26784,7649,611669,8742,1995,2058,17947,30742
2,69969,39760,8315,786432,10562,2325,2141,8454,23482
3,67232,45662,12665,699050,6564,2074,2009,11417,22064
5,57408,27643,8559,629145,5109,2066,2049,17030,26254
6,57250,24610,6527,480597,7415,2008,2043,15059,26525
5,60524,28755,8061,629145,8140,1821,2054,21379,33394
5,55734,27257,7158,471859,8912,2156,2427,12589,26084
6,59926,24758,6565,436906,8419,1820,2107,16173,28519
6,69784,24094,6542,567978,9188,2083,2115,19084,32470
5,71939,26197,6207,471859,11294,2190,2099,13486,29069
9,67362,14469,5579,393216,6387,2044,2139,20270,30840
6,65647,21663,6151,567978,14698,1998,2083,18745,37524
8,56754,17240,5078,393216,9314,1833,2264,17843,31254
9,58276,15808,5630,560696,10258,1841,2148,27365,41612
8,61185,17337,4332,475136,16942,1870,2142,21437,42391
6,66409,18612,5308,415061,10085,1918,2100,15952,30055
6,62671,20341,6700,349525,8255,1883,2061,13256,25455
6,55447,20906,5143,338602,6976,1839,2164,16255,27234
6,55575,20400,5711,360448,11867,1886,2149,12548,28450
6,53862,21624,7591,524288,6665,1875,2090,17108,27738
6,52735,21945,7367,524288,8371,1805,2075,17222,29473
6,49373,21016,7327,524288,11956,1817,2057,18583,34413
3,53329,36380,8482,436906,10279,1811,2103,8334,22527
3,54673,32293,8714,436906,3720,1937,2258,7451,15366
5,33389,19858,5664,445644,6085,1757,2088,11882,21812
4,39173,23448,8304,458752,5388,1738,2048,10267,19441
5,41267,15408,6901,380108,7214,1767,2128,11897,23006
5,34862,18228,5778,399769,5190,1795,2157,11729,20871
5,32779,21047,6572,373555,5733,1805,2384,10838,20760
4,32671,25457,8159,589824,5959,1816,2061,19219,29055
4,33140,24218,8311,458752,10443,1804,2066,10579,24892
4,39476,19177,7703,344064,7720,1777,2004,8236,19737
3,23465,13710,6705,699050,4611,1740,2069,11124,19544
0,0,0,0,0,5740,1950,2074,344,10108
0,0,0,0,0,601,1720,2080,450,4851
3,32099,24636,8665,436906,433,1699,2003,8085,12220
3,30268,24725,9466,436906,4939,1805,1997,7344,16085
1,18952,18952,25326,524288,4783,2160,1938,3325,12206
1,19963,19963,25233,524288,2394,1769,1990,3693,9846
1,21520,21520,26735,524288,2011,1717,1931,3381,9040
3,21456,18087,14862,524288,1906,1716,1949,8935,14506
3,23512,19352,13991,524288,4287,1762,2039,9019,17107
3,28994,21392,14032,699050,6754,1886,2002,11745,22387
4,27708,18774,9144,393216,5198,1828,2063,14017,23106
4,32362,22110,9302,393216,5179,2042,2134,9081,18436
4,29121,19218,10376,344064,4307,1768,2023,8478,16576
5,21890,12712,8046,458752,5912,1865,2016,11489,21282
5,26406,18129,10690,576716,7155,1791,2096,17502,28544
3,26909,14099,8455,524288,13402,1794,2058,8595,25849
5,28224,17247,9439,393216,6771,1898,2178,11635,22482
5,24609,18217,15685,340787,9232,2516,2097,11194,25039
5,29542,15322,9477,471859,7909,1764,2062,12558,24293
4,28758,12745,10603,458752,5746,1828,1965,10335,19874
2,30861,20948,13218,524288,5580,1749,1925,5917,15171
5,22092,11630,4761,432537,3624,1766,2002,11524,18916
5,20842,12138,9148,498073,5571,1863,2192,15484,25110
5,23134,11279,4912,655360,9032,2815,2217,17530,31594
4,18062,11412,5292,327680,17058,2647,1993,8445,30143
8,17578,10721,7280,507904,6361,1832,2063,26310,36566
11,15695,8648,4355,536203,14815,2254,2161,28444,47674
7,29704,12612,5382,318317,18923,1835,2158,15554,38470
6,47569,16162,6108,415061,6750,1757,2112,14894,25513
6,54728,14475,6555,415061,6044,1809,2069,14243,24165
3,61363,25952,6706,393216,6653,1795,2034,7164,17646
3,67879,28617,8100,611669,3537,1824,2000,9653,17014
5,75048,20599,5381,550502,4332,1723,2035,13357,21447
2,83680,48975,10786,786432,6145,1757,2052,8136,18090
3,91708,38890,9543,699050,5556,1789,2076,11250,20671
3,97709,42266,11299,873813,7644,1817,2069,14300,25830
4,100754,32715,7396,425984,7448,1844,2741,9820,21853
9,102978,16498,4041,265784,6241,1762,2177,20442,30622
9,102752,16768,4174,302193,10672,1894,2252,15590,30408
8,103423,19018,4648,235520,7712,1847,2223,12369,24151
8,105328,19885,4906,450560,9155,1853,2177,18226,31411
7,99598,22449,5216,402578,8694,1916,2127,17013,29750
10,96836,16040,4752,393216,8960,1785,2270,20219,33234
10,94429,15945,5120,501760,11789,1752,2380,25584,41505
9,87761,16840,5633,543402,11189,1772,2185,24990,40136
5,78346,21345,4345,537395,16518,1872,2156,14853,35399
11,66782,12333,4897,551098,7568,1792,2288,36707,48355
6,58755,17222,6573,524288,28591,1987,2265,19915,52758
8,47239,12434,5239,573440,12984,2600,2228,22615,40427
12,37681,11017,3248,363178,11000,1820,2938,23479,39237
11,40768,11964,4052,372363,12733,1837,2201,22979,39750
11,36807,11913,4455,332148,13995,1912,2197,19477,37581
3,21869,9879,2288,611669,17407,1942,2267,9924,31540
11,23840,10803,3912,312785,6161,1779,2172,18618,28730
10,19667,12014,4307,347340,8652,1853,2154,18911,31570
4,26447,14487,5140,557056,9195,1813,2176,11737,24921
3,31771,18002,5781,699050,8418,2356,2397,10088,23259
6,25552,14037,4929,502442,7422,1783,2252,16355,27812
7,26483,14568,4913,449389,8722,1821,2241,20432,33216
12,23196,10730,3766,347136,8789,1796,2490,21610,34685
10,28244,10326,3987,275251,10084,1823,2128,15758,29793
8,24980,13024,5229,342016,8698,1851,2119,14632,27300
10,29483,11707,4133,317849,11062,1821,2138,16989,32010
10,30269,11570,5183,448921,8512,2117,2206,26197,39032
7,34128,14786,4594,360448,15489,1890,2082,16858,36319
3,37156,23070,8941,786432,7346,1855,2132,13040,24373
7,37416,16140,5170,397897,8983,1761,2103,14316,27163
6,38445,17571,6475,611669,14997,1943,2067,18125,37132
6,37708,15710,5423,589824,14363,3322,2324,25196,45205
6,39706,14078,5023,557056,8533,1808,2334,17354,30029
5,41586,15736,8039,740556,8756,1796,2245,17828,30625
7,44976,15931,4860,601526,12073,1778,2120,22670,38641
8,46048,12612,4613,591872,14326,1819,2167,22374,40686
10,49012,12488,6866,589824,16549,2787,2224,33290,54850
5,51387,18854,8042,891289,19136,1881,2149,25151,48317
6,53404,18241,8622,917504,14400,1853,2084,26535,44872
7,46010,19206,9443,636635,17024,1839,2083,22861,43807
7,48607,20909,7843,748982,17388,1810,2099,31343,52640
4,48891,25969,9320,671744,13205,1810,2056,15640,32711
5,55245,24897,7877,734003,9151,1735,1996,18199,31081
8,53975,15634,6169,458752,11131,1811,2080,19469,34491
7,57061,18547,8376,365129,10198,1863,2078,15076,29215
7,49775,21210,9608,477476,11439,1825,2089,19751,35104
5,73174,30007,9364,419430,9798,1900,2093,14647,28438
4,74149,38676,11077,606208,6899,1775,2066,12170,22910
4,79263,40517,13230,655360,8304,1775,2486,13289,25854
5,80941,36390,9909,530841,8050,3000,2369,14903,28322
4,78646,38619,10895,591872,11826,1767,2039,18365,33997
5,73696,35789,8304,543948,9772,1904,2098,16261,30035
4,71392,43905,9467,688128,12637,1803,2097,14044,30581
6,70650,30327,7012,471040,9295,1779,2130,14520,27724
4,72527,35812,9223,557056,12174,4561,2207,12353,31295
4,72595,34692,9050,548864,9296,1761,2081,11511,24649
4,73907,34647,8933,598016,5710,1777,2068,13927,23482
5,75637,33057,9073,707788,6476,1871,2062,19034,29443
5,76251,31295,8124,737280,12062,1832,2071,17470,33435
6,71746,30968,7530,502442,9512,1806,2112,16716,30146
5,73762,37771,8706,629145,12125,1841,2131,15898,31995
5,71568,37848,8189,589824,10025,1990,2309,21204,35528
5,68396,33015,8374,602931,8477,2687,2149,15325,28638
4,67416,39678,8983,688128,12709,1896,2054,13609,30268
5,68683,32500,7499,557056,7140,1790,2048,15772,26750
4,69260,39617,8556,663552,8343,1731,2066,13307,25447
4,69456,39126,8602,532480,7315,1848,2357,11562,23082
4,70745,38828,8588,540672,9886,1818,2022,12816,26542
4,73061,39102,8073,540672,6532,1762,2055,11982,22331
4,73669,38916,8142,540672,5853,1794,2000,12006,21653
4,73677,38558,8331,475136,5966,1831,2156,10909,20862
5,72520,39229,7664,445644,5443,1773,2056,14059,23331
4,74010,38527,8006,442368,6387,1816,2038,10131,20372
4,74352,38624,7584,442368,8228,1829,2058,11054,23169
4,74358,37606,8184,442368,6421,1833,2036,11339,21629
3,75025,46175,9773,567978,10105,1859,2135,10594,24693
3,76473,46569,8943,546133,5064,1757,2089,9558,18468
4,74993,49147,8402,540672,4512,1743,2433,11431,20119
4,74792,49304,8507,540672,6231,1903,2244,12513,22891
4,74700,49477,8229,589824,8894,1862,2232,13406,26394
5,74344,41838,7157,458752,8517,1769,2244,12922,25452
5,75174,40320,7229,439091,9898,1826,2230,12523,26477
4,76893,50638,7886,589824,6639,1807,2172,13079,23697
4,78549,51398,8027,540672,7045,1817,2230,12791,23883
5,80812,42501,6422,452198,8225,1795,2202,13271,25493
5,82281,42605,6884,471859,8712,1798,2136,13371,26017
3,84976,45956,8797,611669,22407,1814,2070,14547,40838
3,86281,45129,8723,546133,6489,1834,2032,16499,26854
4,86881,35999,7087,442368,6408,1920,2046,11003,21377
4,85747,51242,7285,466944,6045,1729,2134,10395,20303
4,87967,51385,6705,466944,10330,1820,2158,11146,25454
4,92069,51382,5828,466944,5273,1767,2480,11044,20564
4,93569,51975,6180,491520,4556,1978,2160,10556,19250
4,95582,52916,6194,475136,6443,1769,2152,12111,22475
5,94837,44384,5900,511180,6043,1941,2145,13932,24061
5,93343,44598,6169,419430,9705,1756,2135,12778,26374
5,91749,44875,6234,511180,9269,1754,2188,15257,28468
4,91001,56519,7581,524288,11140,1867,2178,12765,27950
3,91830,51185,7998,611669,5580,1758,2220,9611,19169
3,90633,51168,7884,524288,7692,1801,2017,14035,25545
3,73802,45486,6233,349525,4951,1941,2328,9875,19095
4,88114,56090,7611,655360,3503,1763,2355,14116,21737
1,90363,90363,11604,1048576,10869,1817,2044,7141,21871
1,92095,92095,11418,1048576,3163,1749,2042,7441,14395
1,93083,93083,12344,1048576,3820,1750,2037,5911,13518
3,81799,45272,5964,524288,4173,1736,2184,8394,16487
3,83990,45009,6063,349525,4492,2312,2188,6719,15711
3,95623,48319,7624,524288,2987,1716,2107,8246,15056
4,93707,57148,7111,524288,7014,1793,2143,11407,22357
4,94941,57234,6936,655360,6057,1838,2256,14052,24203
4,96647,57505,6600,655360,6565,1807,2147,12736,23255
4,97829,57367,6509,622592,6791,1896,2219,14599,25505
4,99467,57294,6787,491520,6978,1796,2240,11080,22094
4,101626,57664,6431,491520,9715,1766,2251,14493,28225
4,103902,58017,6203,458752,8302,2563,2330,10453,23648
4,105785,58200,6267,458752,7199,2821,2274,11249,23543
4,110541,58394,5787,491520,5736,3082,2366,11068,22252
4,112424,58515,5749,475136,5390,1925,2235,10982,20532
4,112612,58126,5679,475136,4945,1817,2289,10481,19532
4,112539,57992,5590,475136,4828,1788,2178,10670,19464
4,111930,57822,5966,475136,6236,1793,2209,10594,20832
5,111542,46045,4732,406323,7731,1745,2176,11555,23207
4,110137,57091,6064,475136,9338,1791,2204,11474,24807
3,90933,39639,4268,283989,6049,2079,2241,5936,16305
4,109755,57225,6292,475136,3424,1795,2172,10258,17649
4,109358,56999,6796,475136,5478,1859,2149,10594,20080
4,109918,57204,6337,475136,4840,1819,2241,10530,19430
4,109862,57160,6245,475136,8827,1795,2227,15070,27919
4,109907,57208,6190,475136,5244,1753,2175,11973,21145
4,111027,57388,6091,475136,7462,1794,2208,12050,23514
5,111500,46187,5005,381747,7885,1823,2295,11607,23610
5,111207,46212,5306,381747,16957,1793,2588,12175,33513
5,114428,29813,4319,285081,6085,1881,2180,8752,18898
5,114001,30019,4385,285081,4575,1798,2324,9246,17943
4,113953,37332,5257,352256,3860,1754,2572,8253,16439
5,114063,30809,4430,291635,3901,1708,2251,8931,16791
5,113073,30991,4485,294912,4460,1813,2034,8625,16932
5,112332,31394,4229,190054,7056,1749,2046,6974,17825
5,111115,31450,4459,190054,4684,1772,2080,9472,18008
5,108854,31974,4365,203161,3292,1711,2039,7616,14658
5,107394,32331,4230,255590,3856,1772,2090,8403,16121
4,106062,32345,4075,196608,5722,1821,2150,5879,15572
3,104572,51413,6180,393216,2838,1981,2086,7110,14015
3,103690,51844,6201,393216,3594,2169,2191,7180,15134
6,101674,27657,3599,240298,5535,1753,2102,11718,21108
6,100648,28936,4020,240298,8223,1864,2146,9444,21677
6,99205,28016,3859,262144,8220,1767,2121,11652,23760
4,94516,50272,6063,393216,5524,1763,2826,9326,19439
6,96042,28204,3770,243029,4914,1783,2245,9561,18503
7,92099,32114,4429,280868,4872,2228,2389,11489,20978
7,90819,32158,4258,280868,5211,1832,2275,11803,21121
6,92896,32093,4455,283989,5630,2029,2202,10119,19980
6,92369,32429,4508,294912,5497,1822,2160,10967,20446
6,91676,32434,4432,278528,5251,1766,2154,10799,19970
6,90077,32593,4739,278528,4720,1710,2428,9748,18606
5,89227,39246,5746,275251,4684,1788,2148,8794,17414
5,88268,39538,6133,321126,4636,1747,2764,9746,18893
6,85820,35644,6298,354986,8798,1787,2175,14736,27496
5,82112,42794,6599,419430,6416,2076,2194,12437,23123
5,78027,43382,6117,419430,4697,2126,2264,11611,20698
5,77978,43640,5127,419430,11824,2176,2225,13374,29599
5,96752,44016,4357,262144,8255,1819,2181,8201,20456
5,107450,44331,4030,340787,4645,1790,2401,9547,18383
5,118312,44366,4087,196608,5408,1789,2317,7105,16619
4,127391,53900,3778,229376,3027,1702,2163,5835,12727
5,135762,45324,3925,288358,2900,1782,2168,8863,15713
4,143370,54714,3809,229376,4133,1733,2400,7032,15298
1,149955,149955,7187,524288,3872,2007,2290,3361,11530
1,155895,155895,7086,524288,2744,1760,2256,3608,10368
1,159342,159342,7212,524288,2589,1812,2311,4957,11669
1,163384,163384,6740,524288,1825,1741,2194,3367,9127
1,166147,166147,6776,524288,1857,1728,2194,3615,9394
1,168252,168252,6368,524288,1898,1708,2215,3419,9240
1,169120,169120,7029,524288,2794,3889,2277,3450,12410
1,169866,169866,6746,524288,2751,2031,2234,3511,10527
1,169828,169828,6364,524288,1871,1743,2201,5701,11516
1,169415,169415,6548,524288,2617,1728,2256,3469,10070
1,168592,168592,7035,524288,3228,1744,2210,3507,10689
1,168327,168327,6883,524288,2208,1852,2240,3358,9658
1,167868,167868,6868,524288,1884,1793,2222,3404,9303
1,166945,166945,7139,524288,3080,1727,2238,4294,11339
5,165558,39243,5326,368640,2144,1728,2263,14678,20813
1,166652,166652,6838,524288,5749,1775,2234,3673,13431
5,164925,37825,4344,288358,2806,1833,2250,9626,16515
3,162257,60362,5981,305834,4776,1813,2265,6826,15680
3,160181,60178,5984,305834,3696,1807,2200,5809,13512
4,158448,48375,5348,245760,3907,1908,2481,6688,14984
3,157638,59896,5839,305834,3963,2148,3360,6030,15501
5,155649,38671,5043,288358,2820,1728,2171,10438,17157
5,153539,38555,4871,314572,6379,1815,2215,12967,23376
5,150797,37659,4602,289996,6478,2547,2328,10884,22237
7,150048,28968,4141,257462,8925,1831,3770,11632,26158
1,148589,148589,5993,524288,6516,1846,2234,4278,14874
4,149113,48231,5440,311296,2084,1791,2205,7632,13712
4,150180,48797,6032,344064,6227,1837,2228,9204,19496
