NumPlanes,LargestPlaneCount,AveragePlaneCount,AverageNumVertsPerPlane,AverageTextureSize,memManagementUS,preprocessingUS,segmentationUS,quadtreeUS,PipelineUS
4,151822,49147,6056,311296,4435,1706,2230,7669,16040
4,153073,49275,5884,278528,4865,1823,2308,7191,16187
3,153883,65385,7431,371370,3676,1733,2450,6379,14238
6,153024,34867,6366,327680,3356,1711,2229,12951,20247
4,149507,51012,7720,344064,9343,1758,2144,9586,22831
5,145565,40250,7745,399769,4693,1731,2347,11967,20738
5,141017,40749,7966,294912,7225,1824,2188,12505,23742
4,135199,50009,7540,360448,5014,1721,2200,9422,18357
5,128760,39873,6341,239206,7141,1755,2160,8836,19892
3,121888,60150,6124,305834,5113,1844,2424,7267,16648
5,116514,38569,6777,275251,3635,1788,2134,8942,16499
3,112288,58452,8741,524288,5379,1725,2070,10274,19448
4,108277,46786,9317,655360,5080,1803,2353,16337,25573
5,105174,38052,7898,681574,7325,1763,2380,16910,28378
5,102573,37575,7095,380108,10613,1953,2113,11211,25890
5,99588,37486,7453,434176,8810,1785,2126,12021,24742
4,95420,46282,8967,720896,6246,1789,2180,14880,25095
4,94614,46096,9720,786432,8692,2149,2211,15539,28591
4,93136,45857,8682,589824,9667,1994,2127,13902,27690
3,90789,58288,8608,873813,9675,2140,2114,12658,26587
4,84314,44700,7496,475136,6746,2002,2100,11597,22445
4,84510,43573,6787,655360,7372,1939,2093,13920,25324
1,78156,78156,5420,1048576,9085,2264,2355,11264,24968
5,92870,36714,10358,491520,3539,1986,2104,15389,23018
5,94054,36464,11142,491520,10093,1964,2116,16562,30735
3,100644,57077,9274,546133,6990,2247,2103,10185,21525
5,100482,37053,7465,439091,4582,2035,2113,12089,20819
4,110390,47463,8111,409600,6548,1882,2077,9645,20152
4,113854,47904,8187,344064,5621,2010,2140,8268,18039
4,117640,48284,8142,344064,3884,1763,2089,8006,15742
4,119705,47999,7900,409600,5128,1992,2097,9122,18339
4,120960,47681,7933,245760,4484,1923,2314,6927,15648
4,121182,47196,8505,344064,3477,1779,2094,7941,15291
4,123934,46274,8458,245760,5208,2047,2080,8784,18119
3,125045,60182,10194,283989,4890,2066,2086,6011,15053
3,125514,59884,10678,283989,5478,2057,2077,6044,15656
4,127290,45623,8444,245760,3506,2030,2091,7845,15472
3,126873,58551,10121,283989,6892,2107,2076,6219,17294
1,128215,128215,26321,524288,3275,2015,2032,7586,14908
5,128559,35155,6647,196608,1928,1828,2037,8557,14350
5,127861,34718,6478,199884,4049,2194,2094,7799,16136
3,126464,44008,9356,360448,4150,1990,2012,6641,14793
3,124591,43493,8660,354986,3561,1990,2105,6920,14576
3,122879,42776,8941,393216,6179,2084,2037,7441,17741
1,121428,121428,23443,524288,6615,2320,2097,3926,14958
4,119656,31657,6539,671744,3355,1900,2008,14656,21919
3,118300,44054,9027,283989,7377,1957,2118,5873,17325
6,112955,25175,5868,415061,3729,1789,2066,14211,21795
2,108105,56452,22799,786432,6358,2014,2034,8821,19227
7,94197,17468,9589,599186,5602,2072,2158,22270,32102
3,93651,35230,16389,546133,15539,2041,2592,10044,30216
4,84210,28066,11511,364544,5280,2110,2232,9876,19498
3,79596,38356,15647,567978,4728,2040,2034,11028,19830
5,74826,24802,9975,550502,5259,2037,2055,15926,25277
4,69110,29805,11487,475136,8150,2093,2360,10915,23518
4,70972,32638,12327,524288,9865,2801,2595,11574,26835
7,66348,20848,8057,356937,6416,2039,2103,15112,25670
7,64939,21389,7821,328850,10020,2130,2129,14398,28677
6,62043,24307,9091,382293,8199,2126,2134,13029,25488
2,65680,62023,19657,786432,6972,2291,2108,8386,19757
5,68832,28073,9929,432537,4314,1996,2034,11331,19675
9,67858,15530,6462,564337,6914,1949,2217,26544,37624
7,70805,19632,7076,290230,15521,2097,2107,16622,36347
4,69749,28316,9437,311296,7972,2057,2191,11764,23984
9,66993,14227,5201,342243,3684,1921,2132,23042,30779
5,64559,20861,5652,324403,8684,2200,2144,8994,22022
8,65633,13079,3990,311296,7983,2076,2160,14546,26765
5,64268,19356,5236,275251,9622,1816,2176,9830,23444
9,63415,12226,4496,283989,3726,1914,2166,14363,22169
2,64376,41222,8855,524288,7068,1868,2108,5634,16678
3,63222,28788,7692,349525,2850,1789,2014,5854,12507
2,64332,39790,9956,393216,3937,1728,2112,5178,12955
5,65075,19379,6805,321126,3650,1848,2057,9231,16786
5,65556,19347,7431,321126,4283,1810,2039,9624,17756
9,66267,12261,5512,251221,5798,1928,2163,14462,24351
9,67169,12553,5162,375011,7417,1788,2137,18911,30253
8,66983,12597,3987,305152,11617,1786,2424,14429,30256
9,68647,11912,4712,299463,13089,1943,2465,19575,37072
14,70127,9424,4586,378002,8477,1806,2647,29857,42787
11,72438,11199,4826,318743,15626,1945,2200,21672,41443
9,75954,14430,6235,553415,9849,1862,2129,25052,38892
5,77087,22451,5841,209715,16106,1863,2065,7188,27222
10,76190,13020,4751,181862,4178,1845,2447,11823,20293
5,76130,22884,7393,235929,6344,1835,2188,8751,19118
7,75367,19275,6727,243419,3881,1752,2136,10250,18019
7,75120,19055,6170,313636,7107,1838,2175,12974,24094
9,76158,15566,5639,258503,6622,1790,2149,15297,25858
5,76125,23918,7563,471859,7942,1730,2107,12512,24291
7,76313,18998,6637,280868,7628,2706,2129,18425,30888
5,75457,23206,7250,393216,8763,1831,2107,11232,23933
8,72628,14359,5547,477184,6288,1878,2132,21597,31895
9,68996,12305,5249,466033,15094,1822,2391,20904,40211
8,62561,11853,5233,409600,11737,1778,2298,17361,33174
1,59673,59673,10439,1048576,8009,1793,2419,5352,17573
10,55702,10296,5064,478412,3045,1734,2104,23483,30366
6,50598,13581,5047,273066,13396,5081,2119,12996,33592
5,46381,14843,5417,281804,5283,1756,1980,8968,17987
7,42128,10144,4375,170861,4331,1756,2026,8189,16302
5,33558,12940,5526,288358,4309,1749,2289,8609,16956
4,26464,13253,4932,147456,5760,2199,2052,4805,14816
3,20717,13488,3744,109226,2640,1859,4145,4562,13206
3,15264,12132,3654,87381,2458,1840,1920,3024,9242
3,16823,11375,3943,152917,2018,1736,1939,4509,10202
4,14939,9790,4474,163840,3338,1751,2097,5190,12376
3,28598,11535,2549,458752,3190,1775,1972,7271,14208
3,28390,13084,4986,283989,3888,1765,1916,4956,12525
1,25718,25718,7221,262144,5811,1777,1887,1837,11312
2,28245,18766,10788,393216,1495,1761,1969,4175,9400
3,28846,20182,8947,436906,2536,1720,1958,6693,12907
3,32015,20325,6646,436906,3553,1742,1962,7524,14781
4,30916,16383,7569,589824,4573,1944,2223,11295,20035
3,28558,19886,4733,611669,7186,1866,2103,8590,19745
3,24969,18349,9650,524288,5361,2002,2024,9167,18554
6,19211,10477,4863,374101,5428,1991,2072,12325,21816
3,18393,17172,7903,349525,8684,1749,1904,7361,19698
4,18360,13836,6218,409600,2950,1743,1970,9840,16503
3,14135,10485,5348,371370,7514,1768,2191,7617,19090
3,10292,6253,3377,218453,5141,1796,2045,4808,13790
3,10907,9329,12240,371370,7049,1800,1907,7072,17828
2,12738,11907,12342,786432,3566,1833,1988,8619,16006
6,15627,7974,4360,256682,5883,1871,1980,12056,21790
6,19058,10489,8165,546133,4168,1827,2104,16757,24856
8,19052,7181,6304,542720,8673,1804,2044,25511,38032
5,16895,11639,8331,471859,11954,1848,1991,13445,29238
8,16951,8339,6920,557056,9805,1832,2063,24790,38490
7,14852,8888,5608,318610,12499,1900,2116,14018,30533
